# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
PVP01_0005710	PVP01_0005710	PVP01_0005710		23	35	159	468	0	2	0	0	0	22	0	11	157	0	0	2	0	1	0	0	33	459
PVP01_0005720	PVP01_0005720	PVP01_0005720		13	41	167	637	1	2	1	0	486	11	0	19	164	0	1	5	0	1	0	0	39	135
PVP01_0005730	PVP01_0005730	PVP01_0005730		2	3	3	418	0	0	0	0	295	2	0	5	3	0	0	1	0	0	0	0	3	118
PVP01_0005740	PVP01_0005740	PVP01_0005740		4	14	44	410	0	0	0	0	270	4	0	11	44	0	0	1	0	0	0	0	14	129
PVP01_0005750	PVP01_0005750	PVP01_0005750		1	9	4	493	0	0	0	1	285	0	0	0	4	0	0	0	0	1	0	0	9	208
PVP01_0005760	PVP01_0005760	PVP01_0005760		6	15	27	420	2	0	0	1	181	4	0	5	24	0	0	5	1	1	0	0	12	237
PVP01_0005770	PVP01_0005770	PVP01_0005770		4	4	9	435	2	0	2	0	211	4	0	7	5	0	0	2	0	0	0	0	3	218
PVP01_0005780	PVP01_0005780	PVP01_0005780		1	2	9	445	0	0	0	0	231	0	0	17	9	0	0	0	0	1	0	0	2	197
PVP01_0005790	PVP01_0005790	PVP01_0005790		9	23	80	357	0	0	0	1	227	5	0	22	79	0	0	2	0	3	1	0	21	110
PVP01_0005800	PVP01_0005800	PVP01_0005800		2	33	39	204	0	0	0	0	36	2	0	2	39	0	0	1	0	0	0	0	32	167
PVP01_0005810	PVP01_0005810	PVP01_0005810		0	1	0	137	0	0	0	0	93	0	0	10	0	0	0	0	0	0	0	0	1	34
PVP01_0005820	PVP01_0005820	PVP01_0005820		5	9	13	204	0	0	0	0	149	4	0	13	13	0	0	1	0	2	0	0	9	42
PVP01_0005825	PVP01_0005825	PVP01_0005825		0	0	1	257	0	0	0	0	105	0	0	1	1	0	0	0	0	0	0	0	0	151
PVP01_0005830	PVP01_0005830	PVP01_0005830		7	15	37	154	1	1	0	2	147	7	0	2	33	0	0	1	0	1	0	0	15	5
PVP01_0005840	PVP01_0005840	PVP01_0005840		0	0	2	196	0	0	0	0	150	0	0	3	2	0	0	0	0	0	0	0	0	43
PVP01_0005850	PVP01_0005850	PVP01_0005850		0	0	0	244	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	154
PVP01_0005860	PVP01_0005860	PVP01_0005860		8	22	55	362	1	0	0	1	18	6	0	15	53	0	0	1	0	2	0	0	21	330
PVP01_0005870	PVP01_0005870	PVP01_0005870		5	26	62	588	0	0	0	1	249	5	0	0	61	0	0	0	0	0	0	0	26	339
PVP01_0005880	PVP01_0005880	PVP01_0005880		15	23	93	646	0	0	0	0	245	13	0	37	93	0	0	4	0	2	0	0	19	368
PVP01_0005890	PVP01_0005890	PVP01_0005890		15	36	99	645	0	1	0	0	412	14	0	62	98	1	0	9	0	1	0	0	31	177
PVP01_0005900	PVP01_0005900	PVP01_0005900		0	0	8	522	0	0	0	0	339	0	0	17	8	0	0	0	0	0	0	0	0	166
PVP01_0005910	PVP01_0005910	PVP01_0005910		12	14	58	137	0	1	0	0	103	11	0	7	57	0	0	1	0	1	0	0	13	28
PVP01_0005920	PVP01_0005920	PVP01_0005920		1	0	0	66	0	0	0	0	5	0	0	1	0	0	1	0	0	0	0	0	0	61
PVP01_0005930	PVP01_0005930	PVP01_0005930		8	5	24	77	0	0	2	0	11	8	0	1	22	0	0	1	0	0	0	0	5	65
PVP01_0005940	PVP01_0005940	PVP01_0005940		2	3	18	165	0	0	0	0	51	2	0	9	18	0	0	1	0	0	0	0	2	106
PVP01_0005950	PVP01_0005950	PVP01_0005950		2	2	18	156	0	0	0	0	51	2	0	0	18	0	0	0	0	0	0	0	2	105
PVP01_0005960	PVP01_0005960	PVP01_0005960		0	0	0	149	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	82
PVP01_0005970	PVP01_0005970	PVP01_0005970		0	3	13	267	0	0	0	0	254	0	0	0	13	0	0	0	0	0	0	0	3	13
PVP01_0005980	PVP01_0005980	PVP01_0005980		14	17	45	265	2	2	1	1	87	12	0	24	40	0	0	3	0	3	0	0	15	156
PVP01_0005990	PVP01_0005990	PVP01_0005990		2	5	10	436	0	0	0	0	271	2	0	0	10	0	0	0	0	0	0	0	5	165
PVP01_0006000	PVP01_0006000	PVP01_0006000		7	17	26	620	1	0	0	0	192	7	0	29	25	0	0	1	0	1	0	0	16	400
PVP01_0006010	PVP01_0006010	PVP01_0006010		23	30	114	430	1	1	1	0	271	22	0	34	111	0	0	3	0	1	0	0	27	128
PVP01_0006020	PVP01_0006020	PVP01_0006020		0	5	5	504	0	0	0	0	166	0	0	2	5	0	0	0	0	0	0	0	5	336
PVP01_0006030	PVP01_0006030	PVP01_0006030		9	23	73	531	0	0	0	0	238	9	0	42	73	0	0	5	0	0	0	0	20	254
PVP01_0006040	PVP01_0006040	PVP01_0006040		4	5	10	511	0	0	1	0	374	3	0	30	9	0	0	1	0	1	0	1	4	107
PVP01_0006050	PVP01_0006050	PVP01_0006050		0	0	3	134	0	2	0	0	48	0	0	2	1	0	0	0	0	0	0	0	0	84
PVP01_0006060	PVP01_0006060	PVP01_0006060		0	4	21	318	0	0	0	0	66	0	0	1	21	0	0	1	0	0	0	0	3	252
PVP01_0006070	PVP01_0006070	PVP01_0006070		10	15	36	410	1	1	2	0	214	10	0	0	32	0	0	0	0	0	0	0	15	196
PVP01_0006080	PVP01_0006080	PVP01_0006080		10	5	20	452	1	1	1	0	173	10	0	2	17	0	0	1	0	0	0	0	4	278
PVP01_0006090	PVP01_0006090	PVP01_0006090		7	25	52	383	2	3	0	0	192	7	0	13	47	0	0	0	0	0	0	0	25	178
PVP01_0006100	PVP01_0006100	PVP01_0006100		1	10	28	479	0	0	0	0	294	0	0	0	28	0	0	1	0	0	1	0	10	185
PVP01_0006110	PVP01_0006110	PVP01_0006110		15	8	59	268	0	0	1	0	182	14	0	10	58	0	0	1	0	1	0	0	7	77
PVP01_0006120	PVP01_0006120	PVP01_0006120		8	11	16	31	0	1	0	0	15	7	0	0	15	0	0	0	0	1	0	0	11	16
PVP01_0006130	PVP01_0006130	PVP01_0006130		0	0	0	321	0	0	0	0	321	0	0	0	0	0	0	0	0	0	0	0	0	0
PVP01_0006140	PVP01_0006140	PVP01_0006140		17	10	46	514	0	0	0	0	387	12	0	24	46	0	0	2	0	5	0	0	9	104
PVP01_0006150	PVP01_0006150	PVP01_0006150		23	22	75	583	0	1	1	0	290	21	0	27	73	0	0	9	0	3	0	0	16	272
PVP01_0006160	PVP01_0006160	PVP01_0006160		9	9	23	699	0	0	0	0	440	8	0	0	23	0	0	0	0	3	0	0	9	259
PVP01_0006170	PVP01_0006170	PVP01_0006170		9	8	25	339	0	0	0	0	297	9	0	33	25	0	0	3	0	0	0	0	5	12
PVP01_0006180	PVP01_0006180	PVP01_0006180		0	0	1	340	0	0	0	0	233	0	0	0	1	0	0	0	0	0	0	0	0	107
PVP01_0006190	PVP01_0006190	PVP01_0006190		1	11	23	179	0	0	0	1	38	0	0	11	22	0	0	1	1	0	0	0	11	130
PVP01_0006200	PVP01_0006200	PVP01_0006200		2	8	23	196	0	0	0	0	172	2	0	0	23	0	0	0	0	0	0	0	8	24
PVP01_0006210	PVP01_0006210	PVP01_0006210		0	0	0	75	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	13
PVP01_0006220	PVP01_0006220	PVP01_0006220		0	0	5	89	0	0	0	0	24	0	0	0	5	0	0	0	0	0	0	0	0	65
PVP01_0006230	PVP01_0006230	PVP01_0006230		2	4	19	100	0	0	0	0	30	2	0	0	19	0	0	0	0	0	0	0	4	70
PVP01_0006240	PVP01_0006240	PVP01_0006240		2	6	15	99	0	0	0	0	77	2	0	12	15	0	0	1	0	0	0	0	6	10
PVP01_0006250	PVP01_0006250	PVP01_0006250		0	0	0	150	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	80
PVP01_0006260	PVP01_0006260	PVP01_0006260		2	1	3	133	0	0	0	0	63	1	0	12	3	0	0	1	0	1	0	0	0	59
PVP01_0006270	PVP01_0006270	PVP01_0006270		3	8	24	113	0	0	0	0	71	2	0	0	24	0	0	0	0	1	0	0	8	42
PVP01_0006280	PVP01_0006280	PVP01_0006280		0	1	0	156	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	1	106
PVP01_0006290	PVP01_0006290	PVP01_0006290		3	8	11	149	0	0	1	1	116	3	0	6	9	0	0	3	0	0	0	0	6	29
PVP01_0006300	PVP01_0006300	PVP01_0006300		2	13	36	243	0	1	1	1	166	2	0	5	33	0	0	1	0	0	0	0	12	73
PVP01_0006310	PVP01_0006310	PVP01_0006310		1	16	15	304	0	0	0	0	140	0	0	18	15	0	0	1	0	0	1	0	16	146
PVP01_0006320	PVP01_0006320	PVP01_0006320		9	16	37	194	1	0	0	0	134	7	0	4	36	0	0	1	0	2	0	0	15	57
PVP01_0006330	PVP01_0006330	PVP01_0006330		2	12	22	147	0	1	0	0	147	2	0	0	21	0	0	0	0	0	0	0	12	0
PVP01_0006340	PVP01_0006340	PVP01_0006340		0	5	7	122	1	1	0	0	118	0	0	4	5	0	0	1	0	0	0	0	4	1
PVP01_0006350	PVP01_0006350	PVP01_0006350		6	13	23	231	0	1	0	0	74	6	0	0	22	0	0	0	0	0	0	0	13	157
PVP01_0006360	PVP01_0006360	PVP01_0006360		1	8	21	382	0	1	1	0	226	0	0	12	19	0	0	3	0	0	1	0	6	146
PVP01_0006370	PVP01_0006370	PVP01_0006370		12	3	36	379	0	2	4	0	161	12	0	0	30	0	0	0	0	0	0	0	3	218
PVP01_0006380	PVP01_0006380	PVP01_0006380		0	3	7	325	0	0	0	0	164	0	0	5	7	0	0	1	0	0	0	0	2	157
PVP01_0006390	PVP01_0006390	PVP01_0006390		0	0	2	349	0	0	0	0	200	0	0	0	2	0	0	0	0	0	0	0	0	149
PVP01_0006400	PVP01_0006400	PVP01_0006400		10	15	50	383	0	0	0	0	191	4	0	20	50	1	0	4	0	4	1	0	13	175
PVP01_0006410	PVP01_0006410	PVP01_0006410		22	26	115	335	1	0	1	0	113	22	0	17	113	0	0	0	0	0	0	0	26	205
PVP01_0006420	PVP01_0006420	PVP01_0006420		2	2	23	300	1	0	0	1	97	2	0	1	21	0	0	0	0	1	0	0	2	202
PVP01_0006430	PVP01_0006430	PVP01_0006430		4	7	26	270	0	1	0	1	182	4	0	0	24	0	0	0	0	0	0	0	7	88
PVP01_0006440	PVP01_0006440	PVP01_0006440		1	1	4	321	0	0	0	0	130	0	0	4	4	0	0	0	1	0	0	0	1	187
PVP01_0006450	PVP01_0006450	PVP01_0006450		0	0	0	317	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	158
PVP01_0006460	PVP01_0006460	PVP01_0006460		12	9	17	333	1	0	0	0	154	12	0	29	16	0	0	5	0	0	0	0	5	154
PVP01_0006470	PVP01_0006470	PVP01_0006470		4	4	14	334	0	0	0	1	168	4	0	16	13	0	0	1	0	0	0	0	3	151
PVP01_0006480	PVP01_0006480	PVP01_0006480		4	8	18	262	0	0	0	0	61	4	0	4	18	0	0	1	0	0	0	0	7	198
PVP01_0006490	PVP01_0006490	PVP01_0006490		0	0	0	142	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	56
PVP01_0006500	PVP01_0006500	PVP01_0006500		0	0	1	44	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	44
PVP01_0006510	PVP01_0006510	PVP01_0006510		3	12	13	71	0	0	0	0	54	2	0	6	13	0	0	1	0	1	0	0	11	12
PVP01_0006520	PVP01_0006520	PVP01_0006520		6	6	21	103	1	0	0	0	66	5	0	1	20	0	0	0	0	2	0	0	6	36
PVP01_0006530	PVP01_0006530	PVP01_0006530		0	2	18	161	0	0	0	0	82	0	0	0	18	0	0	0	0	0	0	0	2	79
PVP01_0006540	PVP01_0006540	PVP01_0006540		3	6	17	246	0	0	0	0	171	1	0	0	17	0	0	0	1	1	0	0	6	75
PVP01_0006550	PVP01_0006550	PVP01_0006550		1	4	8	288	0	0	0	0	93	0	0	12	8	0	0	1	0	0	1	0	4	183
PVP01_0006560	PVP01_0006560	PVP01_0006560		0	0	4	437	0	0	0	0	314	0	0	0	4	0	0	0	0	0	0	0	0	123
PVP01_0006570	PVP01_0006570	PVP01_0006570		16	25	81	584	3	2	2	2	146	14	0	19	72	0	0	3	0	2	0	0	22	422
PVP01_0006580	PVP01_0006580	PVP01_0006580		8	16	67	605	0	1	1	0	459	5	0	30	65	0	0	4	0	3	0	0	13	119
PVP01_0006590	PVP01_0006590	PVP01_0006590		2	2	14	304	0	0	0	0	246	0	0	26	14	0	1	1	0	1	0	0	2	33
PVP01_0006600	PVP01_0006600	PVP01_0006600		0	0	1	180	0	0	0	0	33	0	0	0	1	0	0	0	0	0	0	0	0	147
PVP01_0006610	PVP01_0006610	PVP01_0006610		18	9	48	373	0	6	3	1	55	16	0	6	39	0	0	0	0	3	0	0	9	312
PVP01_0006620	PVP01_0006620	PVP01_0006620		6	15	29	491	0	0	0	0	159	5	0	0	29	0	0	0	0	1	0	0	15	332
PVP01_0006630	PVP01_0006630	PVP01_0006630		0	7	10	378	0	0	0	0	110	0	0	5	10	0	0	0	0	0	0	0	7	263
PVP01_0006640	PVP01_0006640	PVP01_0006640		7	4	21	272	0	0	0	0	94	6	0	4	21	0	0	1	1	0	0	0	3	175
PVP01_0006650	PVP01_0006650	PVP01_0006650		0	1	4	63	0	0	0	0	24	0	0	0	4	0	0	0	0	0	0	0	1	39
PVP01_0006660	PVP01_0006660	PVP01_0006660		0	2	1	71	0	0	0	0	30	0	0	2	1	0	0	2	0	0	0	0	0	41
PVP01_0006670	PVP01_0006670	PVP01_0006670		2	3	2	47	0	0	0	0	37	2	0	0	2	0	0	0	0	0	0	0	3	10
PVP01_0006680	PVP01_0006680	PVP01_0006680		0	0	0	179	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	169
PVP01_0006690	PVP01_0006690	PVP01_0006690		3	2	20	217	1	0	0	0	40	3	0	0	19	0	0	0	0	0	0	0	2	177
PVP01_0006700	PVP01_0006700	PVP01_0006700		2	4	17	277	0	0	1	0	154	2	0	17	16	0	0	4	0	0	0	0	1	109
PVP01_0006710	PVP01_0006710	PVP01_0006710		3	5	12	189	0	0	0	0	133	3	0	2	12	0	0	0	0	0	0	0	5	54
PVP01_0006720	PVP01_0006720	PVP01_0006720		0	9	21	190	0	0	0	0	70	0	0	0	21	0	0	0	0	0	0	0	9	120
PVP01_0006730	PVP01_0006730	PVP01_0006730		0	0	0	260	0	0	0	0	52	0	0	7	0	0	0	0	0	0	0	0	0	201
PVP01_0006740	PVP01_0006740	PVP01_0006740		3	6	30	254	0	0	0	0	94	2	0	18	30	0	0	3	0	1	0	0	5	143
PVP01_0006750	PVP01_0006750	PVP01_0006750		6	3	15	293	0	0	1	1	196	6	0	0	13	0	0	0	0	0	0	0	3	97
PVP01_0006760	PVP01_0006760	PVP01_0006760		0	0	0	268	0	0	0	0	149	0	0	3	0	0	0	0	0	0	0	0	0	116
PVP01_0006770	PVP01_0006770	PVP01_0006770		5	15	52	240	0	0	1	0	167	5	0	2	51	0	0	0	0	0	0	0	15	71
PVP01_0006780	PVP01_0006780	PVP01_0006780		5	17	60	211	1	1	0	0	100	4	0	9	59	0	0	0	0	2	0	0	17	102
PVP01_0006790	PVP01_0006790	PVP01_0006790		0	11	24	219	0	0	0	0	82	0	0	0	24	0	0	0	0	0	0	0	11	137
PVP01_0006800	PVP01_0006800	PVP01_0006800		12	13	27	71	0	0	0	0	0	12	0	0	27	0	0	0	0	0	0	0	13	71
PVP01_0006810	PVP01_0006810	PVP01_0006810		3	18	48	132	0	0	0	0	62	2	0	12	48	0	0	0	0	1	0	0	18	58
PVP01_0006820	PVP01_0006820	PVP01_0006820		6	4	7	203	0	0	1	0	63	6	0	0	6	0	0	0	0	1	0	0	4	140
PVP01_0006830	PVP01_0006830	PVP01_0006830		2	10	3	232	0	0	0	0	168	2	0	11	3	0	0	2	0	0	0	0	8	55
PVP01_0006840	PVP01_0006840	PVP01_0006840		2	9	19	330	0	0	0	0	202	2	0	20	19	0	0	0	0	0	0	0	9	108
PVP01_0006850	PVP01_0006850	PVP01_0006850		2	3	10	427	0	0	0	0	132	2	0	11	10	0	0	0	0	0	0	0	3	284
PVP01_0006860	PVP01_0006860	PVP01_0006860		14	9	36	187	0	0	2	1	81	14	0	11	33	0	0	3	0	0	0	0	8	96
PVP01_0006870	PVP01_0006870	PVP01_0006870		0	13	20	233	0	1	0	0	98	0	0	2	19	0	0	0	0	0	0	0	13	133
PVP01_0006880	PVP01_0006880	PVP01_0006880		1	5	8	362	0	0	0	0	241	0	0	8	8	0	0	0	0	1	0	0	5	113
PVP01_0006890	PVP01_0006890	PVP01_0006890		7	19	41	260	1	0	0	0	91	7	0	36	40	0	0	3	0	0	0	0	17	135
PVP01_0006900	PVP01_0006900	PVP01_0006900		0	5	13	324	0	0	0	0	48	0	0	1	13	0	0	0	0	0	0	0	5	275
PVP01_0006910	PVP01_0006910	PVP01_0006910		3	4	23	132	0	0	0	0	75	2	0	0	23	0	0	0	0	2	0	0	4	57
PVP01_0006920	PVP01_0006920	PVP01_0006920		1	1	12	219	0	1	0	0	51	0	0	1	12	0	0	0	1	0	0	0	1	167
PVP01_0006930	PVP01_0006930	PVP01_0006930		9	35	67	201	0	0	1	0	62	9	0	11	66	0	0	0	0	0	0	0	35	128
PVP01_0006940	PVP01_0006940	PVP01_0006940		4	10	93	267	1	2	0	1	114	4	0	0	89	0	0	0	0	0	0	0	10	153
PVP01_0006950	PVP01_0006950	PVP01_0006950		0	0	1	301	0	0	0	0	145	0	0	0	1	0	0	0	0	0	0	0	0	156
PVP01_0006960	PVP01_0006960	PVP01_0006960		17	8	59	179	1	0	0	1	46	16	0	0	57	0	0	0	0	1	0	0	8	133
PVP01_0006970	PVP01_0006970	PVP01_0006970		0	1	6	181	0	0	0	0	168	0	0	5	6	0	0	1	0	0	0	0	0	9
PVP01_0006980	PVP01_0006980	PVP01_0006980		11	15	81	292	0	1	1	2	218	10	0	6	77	0	0	2	0	1	0	0	13	70
PVP01_0006990	PVP01_0006990	PVP01_0006990		11	23	80	391	2	1	2	0	143	11	0	7	75	0	0	3	0	0	0	0	21	243
PVP01_0007000	PVP01_0007000	PVP01_0007000		9	8	24	274	0	4	1	0	195	9	0	12	19	0	0	0	0	0	0	0	8	67
PVP01_0007010	PVP01_0007010	PVP01_0007010		1	14	24	136	0	0	0	0	86	0	0	18	24	0	0	6	0	1	0	0	11	35
PVP01_0007020	PVP01_0007020	PVP01_0007020		2	9	8	210	0	0	0	0	78	2	0	0	8	0	0	0	0	0	0	0	9	132
PVP01_0007030	PVP01_0007030	PVP01_0007030		8	13	41	596	1	1	0	0	84	6	0	2	39	0	1	0	0	1	0	0	13	511
PVP01_0007040	PVP01_0007040	PVP01_0007040		3	11	12	609	0	1	0	0	44	2	0	13	11	0	0	1	0	1	0	0	10	553
PVP01_0007050	PVP01_0007050	PVP01_0007050		2	3	13	318	0	0	0	0	143	2	0	8	13	0	0	1	0	0	0	0	2	168
PVP01_0007060	PVP01_0007060	PVP01_0007060		6	22	49	130	1	0	0	0	79	4	0	14	48	0	0	1	0	0	2	0	21	38
PVP01_0007070	PVP01_0007070	PVP01_0007070		0	0	3	210	0	0	0	0	138	0	0	0	3	0	0	0	0	0	0	0	0	72
PVP01_0007080	PVP01_0007080	PVP01_0007080		6	19	39	67	1	1	0	0	10	6	0	2	37	0	0	0	0	0	0	0	19	55
PVP01_0007090	PVP01_0007090	PVP01_0007090		12	7	58	138	1	0	3	0	87	12	0	2	54	0	0	1	0	1	0	0	7	49
PVP01_0007100	PVP01_0007100	PVP01_0007100		0	3	13	187	0	0	1	0	180	0	0	0	12	0	0	0	0	0	0	0	3	7
PVP01_0007110	PVP01_0007110	PVP01_0007110		0	1	1	46	0	0	0	0	40	0	0	0	1	0	0	0	0	0	0	0	1	6
PVP01_0007120	PVP01_0007120	PVP01_0007120		6	7	19	47	0	0	0	0	39	6	0	3	19	0	0	0	0	0	0	0	7	5
PVP01_0007130	PVP01_0007130	PVP01_0007130		0	0	0	118	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	42
PVP01_0007140	PVP01_0007140	PVP01_0007140		6	4	15	265	0	0	1	1	222	6	0	0	13	0	0	0	0	0	0	0	4	43
PVP01_0007150	PVP01_0007150	PVP01_0007150		8	21	43	579	0	1	1	0	446	6	0	19	41	0	0	3	0	2	0	0	18	117
PVP01_0007160	PVP01_0007160	PVP01_0007160		4	24	59	571	0	0	0	1	131	4	0	5	58	0	0	1	0	0	0	0	23	436
PVP01_0007170	PVP01_0007170	PVP01_0007170		12	10	39	219	1	0	2	1	72	12	0	7	35	0	0	1	0	0	0	0	9	141
PVP01_0007180	PVP01_0007180	PVP01_0007180		0	0	0	311	0	0	0	0	132	0	0	5	0	0	0	0	0	0	0	0	0	174
PVP01_0007190	PVP01_0007190	PVP01_0007190		2	9	18	227	0	1	0	0	115	2	0	7	17	0	0	1	0	0	0	0	8	106
PVP01_0007200	PVP01_0007200	PVP01_0007200		0	1	2	290	0	0	0	0	149	0	0	0	2	0	0	0	0	0	0	0	1	141
PVP01_0007210	PVP01_0007210	PVP01_0007210		2	2	10	153	0	0	0	0	129	2	0	0	10	0	0	0	0	0	0	0	2	24
PVP01_0007220	PVP01_0007220	PVP01_0007220		3	3	10	157	0	2	1	0	88	3	0	3	7	0	0	0	0	0	0	0	3	66
PVP01_0007230	PVP01_0007230	PVP01_0007230		4	7	34	96	1	0	0	0	70	4	0	0	33	0	0	0	0	0	0	0	7	26
PVP01_0007240	PVP01_0007240	PVP01_0007240		0	13	18	302	0	0	1	0	152	0	0	37	17	0	0	2	0	0	0	0	11	115
PVP01_0007250	PVP01_0007250	PVP01_0007250		0	4	16	233	0	0	0	0	150	0	0	3	16	0	0	2	0	0	0	0	2	82
PVP01_0007260	PVP01_0007260	PVP01_0007260		0	7	11	171	0	0	0	0	124	0	0	5	11	0	0	0	0	0	0	0	7	42
PVP01_0007270	PVP01_0007270	PVP01_0007270		2	2	4	165	0	0	0	0	81	1	0	1	4	0	0	0	0	0	1	0	2	83
PVP01_0007280	PVP01_0007280	PVP01_0007280		6	3	19	286	1	1	1	1	40	6	0	0	15	0	0	0	0	0	0	0	3	246
PVP01_0007290	PVP01_0007290	PVP01_0007290		9	26	74	312	2	1	2	1	167	8	0	6	68	0	0	1	0	1	0	0	26	139
PVP01_0007300	PVP01_0007300	PVP01_0007300		1	0	1	248	0	0	0	0	2	1	0	7	1	0	0	0	0	0	0	0	0	239
PVP01_0007310	PVP01_0007310	PVP01_0007310		0	1	0	17	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	6
PVP01_0007320	PVP01_0007320	PVP01_0007320		6	0	15	66	1	1	0	1	54	6	0	2	12	0	0	0	0	0	0	0	0	10
PVP01_0007330	PVP01_0007330	PVP01_0007330		6	5	31	144	0	0	0	0	93	6	0	13	31	0	0	5	0	0	0	0	1	42
PVP01_0007340	PVP01_0007340	PVP01_0007340		2	1	7	179	0	0	0	0	29	0	0	0	7	0	0	0	0	1	1	0	1	150
PVP01_0007350	PVP01_0007350	PVP01_0007350		0	2	13	30	0	0	0	0	0	0	0	1	13	0	0	0	0	0	0	0	2	29
PVP01_0007360	PVP01_0007360	PVP01_0007360		13	28	45	333	3	2	1	0	251	12	0	28	39	0	0	6	0	1	0	0	23	59
PVP01_0007370	PVP01_0007370	PVP01_0007370		12	22	61	567	1	2	2	5	247	11	0	29	51	0	0	2	0	1	0	0	20	293
PVP01_0007380	PVP01_0007380	PVP01_0007380		14	22	74	479	0	1	1	0	201	8	0	15	72	0	0	2	1	5	0	0	21	264
PVP01_0007390	PVP01_0007390	PVP01_0007390		3	7	40	490	0	0	0	1	291	2	0	9	39	0	0	3	0	1	0	0	5	192
PVP01_0007400	PVP01_0007400	PVP01_0007400		8	12	50	321	1	1	0	0	184	6	0	8	48	0	0	0	0	2	0	0	12	129
PVP01_0007410	PVP01_0007410	PVP01_0007410		4	5	17	266	0	0	0	0	173	4	0	11	17	0	0	0	0	0	0	0	5	82
PVP01_0007420	PVP01_0007420	PVP01_0007420		1	8	13	253	0	0	0	0	93	0	0	25	13	0	0	0	0	1	0	0	8	135
PVP01_0007430	PVP01_0007430	PVP01_0007430		3	6	29	161	1	0	1	0	144	3	0	0	27	0	0	0	0	0	0	0	6	17
PVP01_0007440	PVP01_0007440	PVP01_0007440		0	1	3	149	0	0	1	0	51	0	0	0	2	0	0	0	0	0	0	0	1	98
PVP01_0007450	PVP01_0007450	PVP01_0007450		5	9	54	69	1	0	0	0	8	4	0	1	53	0	0	1	0	1	0	0	8	61
PVP01_0007460	PVP01_0007460	PVP01_0007460		4	0	4	273	0	0	0	0	39	4	0	0	4	0	0	0	0	0	0	0	0	234
PVP01_0007470	PVP01_0007470	PVP01_0007470		10	12	66	203	0	0	0	0	133	6	0	1	66	0	0	0	0	4	0	0	12	69
PVP01_0007480	PVP01_0007480	PVP01_0007480		0	4	11	128	0	0	0	0	115	0	0	9	11	0	0	1	0	0	0	0	3	5
PVP01_0007490	PVP01_0007490	PVP01_0007490		0	0	0	247	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	28
PVP01_0007500	PVP01_0007500	PVP01_0007500		3	5	27	620	0	0	0	0	74	2	0	15	27	0	0	0	1	0	0	0	5	531
PVP01_0007510	PVP01_0007510	PVP01_0007510		6	19	42	702	1	1	0	0	446	6	0	11	40	0	0	2	0	0	0	0	18	246
PVP01_0007520	PVP01_0007520	PVP01_0007520		2	1	2	488	0	0	0	0	441	2	0	3	2	0	0	0	0	0	0	0	1	44
PVP01_0007530	PVP01_0007530	PVP01_0007530		0	0	0	290	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	242
PVP01_0007540	PVP01_0007540	PVP01_0007540		26	20	87	215	2	2	1	1	52	24	0	5	82	0	0	1	0	4	0	0	19	159
PVP01_0007550	PVP01_0007550	PVP01_0007550		0	0	3	512	0	0	0	0	238	0	0	2	3	0	0	0	0	0	0	0	0	272
PVP01_0007560	PVP01_0007560	PVP01_0007560		4	12	35	540	0	0	1	0	222	4	0	18	34	0	0	0	0	0	0	0	12	300
PVP01_0007570	PVP01_0007570	PVP01_0007570		8	12	20	641	0	0	0	0	413	7	0	19	20	0	0	1	0	1	0	0	11	210
PVP01_0007580	PVP01_0007580	PVP01_0007580		0	1	0	287	0	0	0	0	213	0	0	0	0	0	0	1	0	0	0	1	0	74
PVP01_0007590	PVP01_0007590	PVP01_0007590		3	12	32	244	0	0	0	0	181	3	0	3	32	0	0	0	0	0	0	0	12	60
PVP01_0007600	PVP01_0007600	PVP01_0007600		2	5	11	93	0	0	0	0	89	2	0	2	11	0	0	1	0	0	0	0	5	2
PVP01_0007610	PVP01_0007610	PVP01_0007610		1	0	0	159	0	0	0	0	67	1	0	0	0	0	0	0	0	0	0	0	0	92
