Chromosome	Gene	Start	End	Ratio
LT635616	armadillo-domain containing rhoptry protein,putative(PVP01_0521400)	868897	871591	0.931790
LT635616	conserved Plasmodium protein, unknown function(PVP01_0521300)	865896	866459	0.944024
LT635616	GTP-binding protein, putative(PVP01_0521200)	863369	865300	1.141855
LT635616	conserved Plasmodium protein, unknown function(PVP01_0521100)	860972	861964	1.039282
LT635616	RNA-binding protein, putative(PVP01_0521000)	857281	859698	0.908363
LT635616	conserved Plasmodium protein, unknown function(PVP01_0520900)	854912	856758	1.093430
LT635616	Rab5-interacting protein, putative(PVP01_0520800)	852361	853245	1.157085
LT635616	calmodulin-like protein(PVP01_0520700)	849436	850418	1.319365
LT635616	conserved Plasmodium protein, unknown function(PVP01_0520600)	836385	841273	1.258285
LT635616	structural maintenance of chromosomes protein 3,putative(PVP01_0520500)	828521	835340	0.962439
LT635616	ubiquitin carboxyl-terminal hydrolase 13,putative(PVP01_0520400)	824294	827452	0.991107
LT635616	50S ribosomal protein L10, putative(PVP01_0520300)	822986	823861	0.849911
LT635616	lysine decarboxylase-like protein, putative(PVP01_0520200)	819668	820774	1.021606
LT635616	26S protease regulatory subunit 6B, putative(PVP01_0520100)	816808	818171	0.956373
LT635616	phosphoglucomutase-2, putative(PVP01_0520000)	815361	816305	1.051616
LT635616	conserved Plasmodium protein, unknown function(PVP01_0519900)	813848	814451	0.774296
LT635616	conserved Plasmodium protein, unknown function(PVP01_0519800)	810393	812584	0.776598
LT635616	eukaryotic translation initiation factor 3subunit G, putative(PVP01_0519700)	808160	810266	0.819363
LT635616	ubiquitin, putative(PVP01_0519600)	805663	807021	0.746404
LT635616	vacuolar protein sorting-associated protein 9,putative(PVP01_0519500)	799846	804117	0.735950
LT635616	dihydrolipoyl dehydrogenase, apicoplast,putative(PVP01_0519400)	795786	797810	0.876872
LT635616	ribosome assembly protein RRB1, putative(PVP01_0519300)	793390	794766	0.807178
LT635616	phosphopantothenoylcysteine decarboxylase,putative(PVP01_0519200)	791332	792236	0.666039
LT635616	vacuolar protein sorting-associated protein 2,putative(PVP01_0519100)	790487	791125	1.116169
LT635616	conserved Plasmodium protein, unknown function(PVP01_0519000)	785521	789460	0.673174
LT635616	EF-hand calcium-binding domain-containingprotein(PVP01_0518900)	782536	783694	0.810669
LT635616	small heat shock protein HSP20, putative(PVP01_0518800)	779400	780451	0.816264
LT635616	chaperone protein ClpB1, putative(PVP01_0518700)	775393	778665	0.777635
LT635616	trafficking protein particle complex subunit2-like protein, putative(PVP01_0518600)	773614	774480	0.607706
LT635616	meiotic recombination protein DMC1, putative(PVP01_0518500)	771297	773453	0.731007
LT635616	adenylate kinase 2, putative(PVP01_0518400)	768506	769285	1.034234
LT635616	NEDD8-activating enzyme E1 catalytic subunit,putative(PVP01_0518300)	766293	767513	0.861079
LT635616	GTPase, putative(PVP01_0518200)	763668	765953	0.785954
LT635616	conserved Plasmodium protein, unknown function(PVP01_0518100)	761490	763598	0.668542
LT635616	hypothetical protein(PVP01_0518000)	754996	757776	0.746295
LT635616	phosphatase, putative(PVP01_0517900)	749888	751826	0.673815
LT635616	protein kinase c inhibitor-like protein,putative(PVP01_0517800)	747955	749252	0.581148
LT635616	conserved Plasmodium protein, unknown function(PVP01_0517700)	744207	747437	0.688016
LT635616	rhoptry neck protein 5(PVP01_0517600)	735100	743082	0.714507
LT635616	conserved Plasmodium protein, unknown function(PVP01_0517500)	732692	733003	1.083472
LT635616	high mobility group protein B2, putative(PVP01_0517400)	730221	730520	1.094134
LT635616	conserved protein, unknown function(PVP01_0517300)	725500	726792	0.944735
LT635616	zinc finger protein, putative(PVP01_0517200)	721598	723305	0.829709
LT635616	14-3-3 protein, putative(PVP01_0517100)	716149	717633	0.701552
LT635616	dynactin subunit 6, putative(PVP01_0517000)	711252	713933	0.891253
LT635616	rRNA-processing protein FCF1, putative(PVP01_0516900)	709654	710336	1.071920
LT635616	zinc finger protein, putative(PVP01_0516800)	702912	703704	1.010632
LT635616	BEM46-like protein, putative(PVP01_0516700)	697432	700216	0.742790
LT635616	DNA helicase, putative(PVP01_0516600)	691310	695680	0.852124
LT635616	RAD protein(PVP01_0516500)	684365	686872	0.827966
LT635616	RAD protein(PVP01_0516400)	681157	682212	0.896010
LT635616	RAD protein(PVP01_0516300)	677980	679084	0.947227
LT635616	RAD protein(PVP01_0516200)	674721	675723	0.994341
LT635616	RAD protein(PVP01_0516100)	672693	674181	0.863974
LT635616	RAD protein(PVP01_0516000)	670370	671191	1.030696
LT635616	RAD protein(PVP01_0515900)	667319	668726	0.881998
LT635616	RAD protein(PVP01_0515800)	664346	665552	0.961560
LT635616	RAD protein(PVP01_0515700)	660338	661654	0.968428
LT635616	RAD protein(PVP01_0515600)	657120	658705	1.037262
LT635616	U3 small nucleolar ribonucleoprotein proteinIMP4, putative(PVP01_0515500)	647749	648792	1.171855
LT635616	heat shock protein 70, putative(PVP01_0515400)	641615	643687	0.943130
LT635616	conserved Plasmodium protein, unknown function(PVP01_0515300)	635863	640507	0.890310
LT635616	BRIX domain, putative(PVP01_0515200)	633521	634607	1.212464
LT635616	perforin-like protein 5(PVP01_0515100)	630543	632531	0.940341
LT635616	conserved Plasmodium protein, unknown function(PVP01_0515000)	626965	629709	1.030566
LT635616	perforin-like protein 4(PVP01_0514900)	624238	626355	0.922866
LT635616	conserved protein, unknown function(PVP01_0514800)	619981	623160	0.963352
LT635616	conserved Plasmodium protein, unknown function(PVP01_0514700)	617595	618863	0.986430
LT635616	conserved Plasmodium protein, unknown function(PVP01_0514600)	613594	615258	0.817157
LT635616	conserved Plasmodium protein, unknown function(PVP01_0514500)	605740	612662	0.846668
LT635616	U6 snRNA-associated Sm-like protein LSm3,putative(PVP01_0514400)	604006	604844	0.833905
LT635616	(PVP01_0514300)	597198	602818	0.724246
LT635616	conserved Plasmodium protein, unknown function(PVP01_0514200)	594272	595917	0.820173
LT635616	phosphatidylglycerophosphate synthase, putative(PVP01_0514100)	590591	592552	0.990343
LT635616	conserved Plasmodium protein, unknown function(PVP01_0514000)	583907	585505	0.790317
LT635616	conserved Plasmodium protein, unknown function(PVP01_0513900)	580432	582036	0.960877
LT635616	conserved Plasmodium protein, unknown function(PVP01_0513800)	576441	578971	-nan
LT635616	conserved Plasmodium protein, unknown function(PVP01_0513700)	573293	575063	0.729627
LT635616	2-oxoglutarate dehydrogenase E1 component,mitochondrial precursor, putative(PVP01_0513600)	568192	571513	0.873712
LT635616	conserved Plasmodium protein, unknown function(PVP01_0513500)	565238	567598	0.803433
LT635616	conserved Plasmodium protein, unknown function(PVP01_0513400)	559543	564120	0.998908
LT635616	conserved Plasmodium protein, unknown function(PVP01_0513300)	553249	555542	0.932125
LT635616	protein kinase 1, putative(PVP01_0513200)	547872	550471	0.867595
LT635616	conserved Plasmodium protein, unknown function(PVP01_0513100)	545537	546193	0.921892
LT635616	ATP-dependent RNA helicase DHX36, putative(PVP01_0513000)	542431	545227	0.747025
LT635616	conserved Plasmodium protein, unknown function(PVP01_0512900)	535863	536843	0.998249
LT635616	ribosomal RNA small subunit methyltransferaseNEP1, putative(PVP01_0512800)	533658	534353	1.032404
LT635616	clp1-related protein, putative(PVP01_0512700)	531111	532787	0.980926
LT635616	60S ribosomal protein L22, putative(PVP01_0512600)	528837	529568	0.758540
LT635616	protein transport protein SEC61 subunit beta,putative(PVP01_0512500)	526186	526949	0.716156
LT635616	conserved Plasmodium protein, unknown function(PVP01_0512400)	524774	525567	0.955778
LT635616	mitochondrial ribosomal protein L4 precursor,putative(PVP01_0512300)	522233	524054	1.031067
LT635616	mediator of RNA polymerase II transcriptionsubunit 7, putative(PVP01_0512200)	521190	521888	0.998652
LT635616	conserved Plasmodium protein, unknown function(PVP01_0512100)	515389	520150	0.781451
LT635616	small nuclear ribonucleoprotein G, putative(PVP01_0512000)	514732	515202	0.925223
LT635616	conserved Plasmodium protein, unknown function(PVP01_0511900)	510175	512782	0.762814
LT635616	dynein light chain 1, putative(PVP01_0511800)	508730	510121	0.854101
LT635616	protein transport protein SEC23, putative(PVP01_0511700)	503388	505806	0.955644
LT635616	conserved Plasmodium protein, unknown function(PVP01_0511600)	500670	502757	0.816671
LT635616	U5 snrnp-specific protein, putative(PVP01_0511500)	497899	498873	0.906806
LT635616	conserved Plasmodium protein, unknown function(PVP01_0511400)	494122	497232	0.920530
LT635616	serine/threonine protein kinase VPS15, putative(PVP01_0511300)	488047	492047	0.904103
LT635616	RWD domain-containing protein, putative(PVP01_0511200)	485069	486660	0.912112
LT635616	RNA-binding protein, putative(PVP01_0511100)	482035	483249	0.669878
LT635616	histone acetyltransferase GCN5, putative(PVP01_0511000)	472790	478013	0.776839
LT635616	alpha/beta hydrolase, putative(PVP01_0510900)	468770	470859	0.920643
LT635616	inner membrane complex protein 1i, putative(PVP01_0510800)	466139	468025	0.938773
LT635616	lipoate-protein ligase B, putative(PVP01_0510700)	463342	464670	1.045512
LT635616	conserved Plasmodium protein, unknown function(PVP01_0510600)	461977	462425	0.791924
LT635616	DnaJ protein, putative(PVP01_0510500)	458994	461069	1.153580
LT635616	dicarboxylate/tricarboxylate carrier, putative(PVP01_0510400)	456141	457097	1.018604
LT635616	conserved Plasmodium protein, unknown function(PVP01_0510300)	452352	454769	1.020914
LT635616	exonuclease, putative(PVP01_0510200)	450175	451419	1.085042
LT635616	conserved Plasmodium protein, unknown function(PVP01_0510100)	444902	448657	0.976911
LT635616	GTP-binding protein, putative(PVP01_0510000)	442521	444764	0.891590
LT635616	nucleoside transporter 2, putative(PVP01_0509900)	440144	441757	0.979331
LT635616	conserved Plasmodium protein, unknown function(PVP01_0509800)	437941	439159	0.916535
LT635616	Fe-S cluster assembly protein DRE2, putative(PVP01_0509700)	435338	436678	0.834525
LT635616	lipase maturation factor, putative(PVP01_0509600)	429961	434135	0.976337
LT635616	conserved Plasmodium protein, unknown function(PVP01_0509500)	424528	428583	1.069377
LT635616	conserved Plasmodium protein, unknown function(PVP01_0509400)	421217	424342	0.978109
LT635616	conserved Plasmodium protein, unknown function(PVP01_0509300)	412174	418106	0.983741
LT635616	conserved Plasmodium protein, unknown function(PVP01_0509200)	409789	411232	0.976747
LT635616	translation initiation factor IF-3, putative(PVP01_0509100)	408164	409143	0.948798
LT635616	conserved protein, unknown function(PVP01_0509000)	406946	407425	1.223146
LT635616	conserved Plasmodium protein, unknown function(PVP01_0508900)	405166	406225	0.865986
LT635616	protein KRI1, putative(PVP01_0508800)	401823	403871	1.031227
LT635616	cytochrome c oxidase assembly protein, putative(PVP01_0508700)	400938	401195	0.838776
LT635616	conserved Plasmodium protein, unknown function(PVP01_0508600)	399271	400167	1.241657
LT635616	conserved Plasmodium protein, unknown function(PVP01_0508500)	396836	398131	1.148960
LT635616	conserved Plasmodium protein, unknown function(PVP01_0508400)	391268	393142	0.958900
LT635616	conserved Plasmodium protein, unknown function(PVP01_0508300)	387058	389889	0.986579
LT635616	E3 ubiquitin-protein ligase, putative(PVP01_0508200)	359975	385651	0.923781
LT635616	alpha/beta hydrolase, putative(PVP01_0508100)	353193	355334	0.930921
LT635616	SPRY domain, putative(PVP01_0508000)	349050	350546	1.115292
LT635616	dehydrodolichyl diphosphate synthetase,putative(PVP01_0507900)	345923	347976	0.873399
LT635616	ubiquitin conjugation factor E4 B, putative(PVP01_0507800)	339878	343678	1.013341
LT635616	SNARE protein, putative(PVP01_0507700)	338039	339049	0.949796
LT635616	receptor for activated c kinase, putative(PVP01_0507600)	335035	336445	1.015761
LT635616	conserved Plasmodium protein, unknown function(PVP01_0507500)	328967	331415	0.784008
LT635616	ATP-dependent RNA helicase DBP10, putative(PVP01_0507400)	324795	328322	0.912263
LT635616	translation initiation factor IF-2, putative(PVP01_0507300)	320142	323654	0.908594
LT635616	conserved Plasmodium protein, unknown function(PVP01_0507200)	315574	319194	0.758901
LT635616	conserved Plasmodium protein, unknown function(PVP01_0507100)	311292	314102	0.882655
LT635616	conserved Plasmodium protein, unknown function(PVP01_0507000)	309393	310028	1.089591
LT635616	plastid 50S ribosomal protein L21, putative(PVP01_0506900)	307198	308169	1.029221
LT635616	conserved Plasmodium protein, unknown function(PVP01_0506800)	301802	307000	0.878773
LT635616	magnesium transporter, putative(PVP01_0506700)	298580	300925	0.867567
LT635616	SET domain protein, putative(PVP01_0506600)	288486	294638	0.898980
LT635616	protein disulfide isomerase, putative(PVP01_0506500)	285877	287443	1.061877
LT635616	rhomboid protease ROM3, putative(PVP01_0506400)	282088	283313	0.719642
LT635616	conserved Plasmodium protein, unknown function(PVP01_0506300)	279148	281820	1.103776
LT635616	leucine--tRNA ligase, putative(PVP01_0506200)	274417	278352	0.979332
LT635616	conserved Plasmodium protein, unknown function(PVP01_0506100)	271923	274286	0.890855
LT635616	mitochondrial inner membrane protein OXA1,putative(PVP01_0506000)	268694	270055	1.226426
LT635616	translation initiation factor eIF-2B subunitalpha, putative(PVP01_0505900)	265412	267352	1.153776
LT635616	folate transporter 1, putative(PVP01_0505800)	261584	263540	0.976789
LT635616	conserved Plasmodium protein, unknown function(PVP01_0505700)	256527	259661	1.168811
LT635616	GPI-anchored micronemal antigen, putative(PVP01_0505600)	253743	255818	0.986315
LT635616	conserved Plasmodium protein, unknown function(PVP01_0505500)	249759	250717	1.013880
LT635616	conserved Plasmodium protein, unknown function(PVP01_0505400)	241988	247062	0.956268
LT635616	conserved protein, unknown function(PVP01_0505300)	239065	240765	0.956249
LT635616	prohibitin, putative(PVP01_0505200)	237034	237852	1.119900
LT635616	U6 snRNA-associated Sm-like protein LSm8,putative(PVP01_0505100)	234631	235447	0.887184
LT635616	prolyl 4-hydroxylase subunit alpha, putative(PVP01_0505000)	232026	233450	1.078857
LT635616	conserved Plasmodium protein, unknown function(PVP01_0504900)	222817	230763	1.155876
LT635616	early transcribed membrane protein(PVP01_0504800)	218735	219253	1.226858
LT635616	sporozoite invasion-associated protein 2,putative(PVP01_0504400)	191739	192977	1.367455
LT635616	conserved Plasmodium protein, unknown function(PVP01_0504300)	183511	184385	1.335357
LT635616	tryptophan-rich antigen(PVP01_0504200)	179739	181337	1.323944
LT635616	Plasmodium exported protein, unknown function(PVP01_0504100)	174701	176088	1.283296
LT635616	Plasmodium exported protein (PHIST), unknownfunction(PVP01_0504000)	170000	171428	1.247328
LT635616	conserved Plasmodium protein, unknown function(PVP01_0503900)	163238	164169	1.216318
LT635616	Plasmodium exported protein (PHIST), unknownfunction(PVP01_0503800)	159460	161131	1.350712
LT635616	tryptophan-rich antigen(PVP01_0503700)	154950	156467	1.477648
LT635616	tryptophan-rich antigen(PVP01_0503600)	150938	152029	1.470550
LT635616	lysophospholipase, putative(PVP01_0503500)	145541	146668	1.299932
LT635616	tryptophan-rich antigen(PVP01_0503400)	143101	144346	1.393504
LT635616	(PVP01_0503300)	137355	140550	1.479233
LT635616	PIR protein(PVP01_0503200)	135280	136661	1.416692
LT635616	PIR protein(PVP01_0503100)	129786	131252	1.263551
LT635616	PIR protein(PVP01_0503000)	124341	125274	1.428787
LT635616	PIR protein(PVP01_0502900)	117988	119609	1.152165
LT635616	PIR protein(PVP01_0502800)	112328	115237	1.348000
LT635616	PIR protein(PVP01_0502700)	107490	109188	1.279963
LT635616	PIR protein(PVP01_0502600)	103574	104786	0.732331
LT635616	PIR protein(PVP01_0502500)	95383	96541	1.383837
LT635616	PIR protein(PVP01_0502400)	90714	92277	0.973771
LT635616	(PVP01_0502300)	87264	88464	1.219772
LT635616	PIR protein(PVP01_0502200)	83966	85136	1.492495
LT635616	PIR protein(PVP01_0502100)	78353	79441	0.707593
LT635616	(PVP01_0502000)	74816	75424	0.000000
LT635616	Plasmodium exported protein, unknown function(PVP01_0501900)	70649	71623	0.000000
LT635616	(PVP01_0501800)	67064	67917	0.233450
LT635616	Plasmodium exported protein, unknown function(PVP01_0501700)	62796	63777	0.086250
LT635616	Plasmodium exported protein, unknown function(PVP01_0501600)	59019	59994	0.068296
LT635616	PIR protein(PVP01_0501500)	56637	57948	0.355144
LT635616	PIR protein(PVP01_0501400)	52630	53943	0.032655
LT635616	PIR protein(PVP01_0501300)	47504	49291	0.014384
LT635616	PIR protein(PVP01_0501200)	43753	45089	0.278571
LT635616	(PVP01_0501100)	36216	37246	2.897589
LT635616	Plasmodium exported protein, unknown function(PVP01_0501000)	32835	33815	5.425222
LT635616	PIR protein(PVP01_0500900)	30223	31493	4.106086
LT635616	PIR protein(PVP01_0500800)	25743	27183	0.093141
LT635616	PIR protein(PVP01_0500700)	22191	23511	0.408418
LT635616	(PVP01_0500600)	19351	20123	0.607412
LT635616	(PVP01_0500500)	15813	17477	0.582416
LT635616	PIR protein(PVP01_0500400)	11851	13819	0.772158
LT635616	PIR protein(PVP01_0500300)	5665	7446	0.015833
LT635616	(PVP01_0500200)	3357	4163	0.035574
LT635616	Plasmodium exported protein, unknown function(PVP01_0500100)	97	1066	0.194499
LT635615	hypothetical protein(PVP01_0424500)	1011570	1012024	2.579526
LT635615	PIR protein(PVP01_0424400)	1003591	1005232	0.064137
LT635615	(PVP01_0424300)	995173	996465	1.143187
LT635615	Plasmodium exported protein, unknown function(PVP01_0424200)	993473	994247	1.359423
LT635615	PIR protein(PVP01_0424100)	988655	991787	1.391368
LT635615	PIR protein(PVP01_0424000)	984225	986711	1.316421
LT635615	PIR protein(PVP01_0423900)	979604	980820	1.302952
LT635615	PIR protein(PVP01_0423800)	975097	978191	1.487955
LT635615	PIR protein(PVP01_0423700)	971461	973193	1.317250
LT635615	Plasmodium exported protein (PHIST), unknownfunction(PVP01_0423600)	966426	967650	1.356822
LT635615	knob-associated histidine-rich protein,putative(PVP01_0423500)	962323	963589	1.346590
LT635615	Plasmodium exported protein, unknown function(PVP01_0423400)	954033	959877	1.185937
LT635615	hypothetical protein(PVP01_0423300)	950413	951012	1.475235
LT635615	Plasmodium exported protein (PHIST), unknownfunction(PVP01_0423200)	946292	947893	1.500412
LT635615	Plasmodium exported protein (PHISTc), unknownfunction(PVP01_0423100)	941619	943101	1.214060
LT635615	Plasmodium exported protein, unknown function(PVP01_0423000)	936736	937920	1.172894
LT635615	Plasmodium exported protein, unknown function(PVP01_0422900)	930436	931461	1.213693
LT635615	Plasmodium exported protein, unknown function(PVP01_0422800)	925295	928713	1.208496
LT635615	gamete antigen 27/25, putative(PVP01_0422700)	918265	919443	1.319978
LT635615	early transcribed membrane protein(PVP01_0422600)	912914	913246	1.341066
LT635615	conserved Plasmodium protein, unknown function(PVP01_0422500)	905180	909067	1.073069
LT635615	octaprenyl pyrophosphate synthase, putative(PVP01_0422400)	902587	904155	1.223872
LT635615	conserved Plasmodium protein, unknown function(PVP01_0422300)	900882	901930	1.011300
LT635615	palmitoyltransferase DHHC12, putative(PVP01_0422200)	898201	900382	0.966122
LT635615	repetitive organellar protein, putative(PVP01_0422100)	892242	897866	1.152693
LT635615	protein kinase, putative(PVP01_0422000)	882364	888741	0.954840
LT635615	conserved Plasmodium protein, unknown function(PVP01_0421900)	879280	880665	0.939839
LT635615	ERCC1 nucleotide excision repair protein,putative(PVP01_0421800)	877495	878184	1.200840
LT635615	conserved Plasmodium protein, unknown function(PVP01_0421700)	876055	876865	0.747173
LT635615	conserved Plasmodium protein, unknown function(PVP01_0421500)	871333	872883	1.057081
LT635615	protein MAK16, putative(PVP01_0421400)	869293	870692	0.955773
LT635615	conserved Plasmodium protein, unknown function(PVP01_0421300)	863642	867266	0.881559
LT635615	5'-3' exonuclease, N-terminal resolvase-likedomain, putative(PVP01_0421200)	860362	861690	1.146633
LT635615	condensin-2 complex subunit H2, putative(PVP01_0421100)	857117	859660	0.855093
LT635615	conserved Plasmodium protein, unknown function(PVP01_0421000)	848569	856077	0.899632
LT635615	conserved Plasmodium protein, unknown function(PVP01_0420900)	843001	844715	0.863117
LT635615	conserved Plasmodium protein, unknown function(PVP01_0420800)	840058	841950	0.996622
LT635615	dynein light chain, putative(PVP01_0420700)	838944	839725	0.878882
LT635615	aspartate aminotransferase, putative(PVP01_0420600)	836758	837987	1.112997
LT635615	5'-3' exonuclease, putative(PVP01_0420500)	832333	835260	0.759136
LT635615	hexose transporter(PVP01_0420400)	829177	830685	0.988256
LT635615	3'-5' exonuclease, putative(PVP01_0420300)	824454	825812	1.110039
LT635615	ubiE/COQ5 methyltransferase, putative(PVP01_0420200)	822568	823966	0.916670
LT635615	conserved Plasmodium protein, unknown function(PVP01_0420100)	820245	822323	0.684259
LT635615	conserved Plasmodium protein, unknown function(PVP01_0420000)	817602	819673	0.875999
LT635615	conserved Plasmodium protein, unknown function(PVP01_0419900)	815831	817052	0.751060
LT635615	conserved Plasmodium protein, unknown function(PVP01_0419800)	812066	814904	0.846981
LT635615	PCI domain-containing protein, putative(PVP01_0419700)	809710	811068	1.094025
LT635615	DNA-directed RNA polymerase II 16 kDa subunit,putative(PVP01_0419600)	808615	809361	0.719338
LT635615	conserved Plasmodium protein, unknown function(PVP01_0419500)	804511	806508	0.982291
LT635615	RNA-binding protein, putative(PVP01_0419400)	802004	803265	0.976383
LT635615	PH domain-containing protein, putative(PVP01_0419300)	800823	801695	0.773116
LT635615	26S proteasome regulatory subunit RPN1,putative(PVP01_0419200)	795223	798861	0.825598
LT635615	DNA repair protein RAD2, putative(PVP01_0419100)	790312	794712	0.838924
LT635615	cysteine desulfuration protein SufE, putative(PVP01_0419000)	787872	789135	0.922100
LT635615	pantothenate transporter, putative(PVP01_0418900)	783368	784981	1.027253
LT635615	pentafunctional AROM polypeptide, putative(PVP01_0418800)	775674	782360	0.839460
LT635615	conserved Plasmodium protein, unknown function(PVP01_0418700)	771749	775024	0.788717
LT635615	DNA-directed RNA polymerase III subunit RPC10,putative(PVP01_0418600)	766922	767446	0.915358
LT635615	adenylosuccinate lyase(PVP01_0418500)	764639	766033	1.052383
LT635615	merozoite surface protein 5(PVP01_0418400)	762486	764022	0.854047
LT635615	merozoite surface protein 4(PVP01_0418300)	760550	761482	0.667664
LT635615	conserved Plasmodium protein, unknown function(PVP01_0418200)	751757	757128	0.882531
LT635615	iron-sulfur assembly protein, putative(PVP01_0418100)	750418	750975	1.146381
LT635615	serine-repeat antigen (SERA)(PVP01_0418000)	746031	748923	0.893864
LT635615	serine-repeat antigen (SERA)(PVP01_0417900)	740115	743913	0.957057
LT635615	serine-repeat antigen (SERA)(PVP01_0417800)	735198	738811	0.857931
LT635615	serine-repeat antigen (SERA)(PVP01_0417700)	729808	733689	0.682365
LT635615	serine-repeat antigen 5 (SERA)(PVP01_0417600)	724965	728614	0.758565
LT635615	serine-repeat antigen (SERA), truncated(PVP01_0417500)	721637	723077	0.896515
LT635615	(PVP01_0417400)	716752	720324	0.723324
LT635615	cysteine protease, putative(PVP01_0417300)	711606	715603	0.772474
LT635615	serine-repeat antigen 5 (SERA)(PVP01_0417200)	705835	709431	0.860292
LT635615	serine-repeat antigen 1 (SERA)(PVP01_0417100)	701056	704768	0.823027
LT635615	serine-repeat antigen 3 (SERA)(PVP01_0417000)	696338	700113	0.598283
LT635615	serine-repeat antigen 4 (SERA)(PVP01_0416900)	690308	694235	0.876904
LT635615	serine-repeat antigen 2 (SERA)(PVP01_0416800)	685685	689183	0.852565
LT635615	conserved Plasmodium protein, unknown function(PVP01_0416700)	676846	683844	0.779914
LT635615	KRR1 small subunit processome component,putative(PVP01_0416600)	675577	676488	0.904835
LT635615	conserved Plasmodium protein, unknown function(PVP01_0416500)	670154	674698	0.775718
LT635615	conserved Plasmodium protein, unknown function(PVP01_0416400)	664203	669830	0.734215
LT635615	acyl carrier protein, putative(PVP01_0416300)	660291	661053	0.589181
LT635615	ribosome-recycling factor, putative(PVP01_0416200)	657851	659092	0.740153
LT635615	conserved Plasmodium protein, unknown function(PVP01_0416100)	655600	657409	0.790899
LT635615	conserved Plasmodium protein, unknown function(PVP01_0416000)	654066	654716	1.140777
LT635615	6-cysteine protein(PVP01_0415900)	645932	652579	0.912640
LT635615	6-cysteine protein(PVP01_0415800)	636087	644264	0.979779
LT635615	phospholipase A2, putative(PVP01_0415700)	632349	634916	0.922040
LT635615	3'exoribonuclease, putative(PVP01_0415600)	628598	630511	0.934401
LT635615	2C-methyl-D-erythritol 2,4-cyclodiphosphatesynthase, putative(PVP01_0415500)	626938	627926	0.802917
LT635615	conserved protein, unknown function(PVP01_0415400)	624235	626468	0.701130
LT635615	conserved Plasmodium protein, unknown function(PVP01_0415300)	621907	623385	0.846723
LT635615	transporter, putative(PVP01_0415200)	615935	620277	0.819942
LT635615	RING zinc finger protein, putative(PVP01_0415100)	613489	615108	0.736746
LT635615	ATP-dependent RNA helicase UAP56, putative(PVP01_0415000)	609730	611288	0.951542
LT635615	secretory complex protein 61 gamma subunit,putative(PVP01_0414900)	605652	605900	0.930431
LT635615	60S ribosomal protein L37ae, putative(PVP01_0414800)	603071	603933	0.822402
LT635615	conserved Plasmodium protein, unknown function(PVP01_0414700)	595657	602627	0.903196
LT635615	monocarboxylate transporter, putative(PVP01_0414600)	592422	593954	0.839648
LT635615	50S ribosomal protein L33, putative(PVP01_0414500)	590612	591300	0.813355
LT635615	conserved Plasmodium protein, unknown function(PVP01_0414400)	586469	589987	0.951348
LT635615	conserved Plasmodium protein, unknown function(PVP01_0414300)	583825	586000	0.905549
LT635615	syntaxin, Qa-SNARE family, putative(PVP01_0414200)	580616	581560	1.238153
LT635615	conserved Plasmodium protein, unknown function(PVP01_0414100)	578331	579542	1.024013
LT635615	conserved Plasmodium protein, unknown function(PVP01_0414000)	573444	574364	1.157907
LT635615	conserved Plasmodium protein, unknown function(PVP01_0413900)	558905	562210	1.325852
LT635615	ras-related protein Rab-5A, putative(PVP01_0413800)	557635	558372	1.320172
LT635615	ubiquinol-cytochrome-c reductase complexassembly factor 1, putative(PVP01_0413700)	554930	556652	1.075135
LT635615	beta-ketoacyl-ACP synthase III, putative(PVP01_0413600)	551500	554174	0.930447
LT635615	GAF domain-related protein, putative(PVP01_0413500)	546015	549776	1.012521
LT635615	WD repeat-containing protein, putative(PVP01_0413400)	542611	544787	0.895853
LT635615	UDP-N-acetylglucosamine transferase subunitALG14, putative(PVP01_0413300)	541950	542570	1.335856
LT635615	tyrosine kinase-like protein, putative(PVP01_0413200)	537325	540414	0.885223
LT635615	asparagine--tRNA ligase, putative(PVP01_0413100)	534169	535911	0.932049
LT635615	conserved Plasmodium protein, unknown function(PVP01_0413000)	532373	533990	0.858554
LT635615	GDP-fructose:GMP antiporter, putative(PVP01_0412900)	530187	531415	0.970824
LT635615	conserved Plasmodium protein, unknown function(PVP01_0412800)	522625	527487	0.699134
LT635615	50S ribosomal protein L7/L12, putative(PVP01_0412700)	520694	521646	0.936810
LT635615	peptide chain release factor subunit 1,putative(PVP01_0412600)	516442	518055	0.867007
LT635615	conserved Plasmodium protein, unknown function(PVP01_0412500)	504755	515615	0.852136
LT635615	conserved Plasmodium protein, unknown function(PVP01_0412400)	491055	502361	0.813207
LT635615	secreted protein with altered thrombospondinrepeat domain, putative(PVP01_0412300)	488663	489644	0.806187
LT635615	SRR1-like protein(PVP01_0412200)	487190	488293	0.849360
LT635615	multidrug efflux pump, putative(PVP01_0412100)	481965	484583	0.839898
LT635615	leucyl/phenylalanyl-tRNA--protein transferase,putative(PVP01_0412000)	479782	481053	0.841824
LT635615	conserved Plasmodium protein, unknown function(PVP01_0411900)	477913	478413	0.964001
LT635615	protein SIS1, putative(PVP01_0411800)	474978	476353	0.815898
LT635615	conserved Plasmodium protein, unknown function(PVP01_0411700)	472977	473683	0.738463
LT635615	conserved Plasmodium protein, unknown function(PVP01_0411600)	472092	472852	0.821595
LT635615	protein kinase 7, putative(PVP01_0411500)	470144	471765	0.781621
LT635615	tetratricopeptide repeat protein, putative(PVP01_0411400)	468113	470149	0.805585
